id,type,name,url
31,company,Andes_Líneas_Aéreas,http://dbpedia.org/resource/Andes_Líneas_Aéreas
32,company,Silver_Sky_Airlines,http://dbpedia.org/resource/Silver_Sky_Airlines
33,company,Dinar_Líneas_Aéreas,http://dbpedia.org/resource/Dinar_Líneas_Aéreas
34,company,Aerochaco,http://dbpedia.org/resource/Aerochaco
35,company,Trans_Australia_Airlines,http://dbpedia.org/resource/Trans_Australia_Airlines
36,company,Ansett_Australia,http://dbpedia.org/resource/Ansett_Australia
37,company,Skywest_Airlines,http://dbpedia.org/resource/Skywest_Airlines
38,company,Virgin_Blue,http://dbpedia.org/resource/Virgin_Blue
39,company,Jetstar_Airways,http://dbpedia.org/resource/Jetstar_Airways
40,company,Kendell_Airlines,http://dbpedia.org/resource/Kendell_Airlines
41,company,Impulse_Airlines,http://dbpedia.org/resource/Impulse_Airlines
42,company,Sunshine_Express_Airlines,http://dbpedia.org/resource/Sunshine_Express_Airlines
43,company,Norfolk_Jet_Express,http://dbpedia.org/resource/Norfolk_Jet_Express
44,company,Alliance_Airlines,http://dbpedia.org/resource/Alliance_Airlines
45,company,Aeropelican_Air_Services,http://dbpedia.org/resource/Aeropelican_Air_Services
46,company,Aero-Tropics_Air_Services,http://dbpedia.org/resource/Aero-Tropics_Air_Services
47,company,Emu_Airways,http://dbpedia.org/resource/Emu_Airways
48,company,Cobham_Aviation_Services_Australia,http://dbpedia.org/resource/Cobham_Aviation_Services_Australia
49,company,Rossair_(Australia),http://dbpedia.org/resource/Rossair_(Australia)
50,company,Airlines_of_Tasmania,http://dbpedia.org/resource/Airlines_of_Tasmania
51,company,Tasman_Cargo_Airlines,http://dbpedia.org/resource/Tasman_Cargo_Airlines
52,company,Australian_air_Express,http://dbpedia.org/resource/Australian_air_Express
53,company,Toll_Aviation,http://dbpedia.org/resource/Toll_Aviation
54,company,Skippers_Aviation,http://dbpedia.org/resource/Skippers_Aviation
55,company,Skytrans_Airlines,http://dbpedia.org/resource/Skytrans_Airlines
56,company,East-West_Airlines_(Australia),http://dbpedia.org/resource/East-West_Airlines_(Australia)
57,company,Regional_Express_Airlines,http://dbpedia.org/resource/Regional_Express_Airlines
58,company,QantasLink,http://dbpedia.org/resource/QantasLink
59,company,Flight_West_Airlines,http://dbpedia.org/resource/Flight_West_Airlines
60,company,Brindabella_Airlines,http://dbpedia.org/resource/Brindabella_Airlines
61,company,Tasair,http://dbpedia.org/resource/Tasair
62,company,OzJet,http://dbpedia.org/resource/OzJet
63,company,Eastern_Australia_Airlines,http://dbpedia.org/resource/Eastern_Australia_Airlines
64,company,Eco_Airlines,http://dbpedia.org/resource/Eco_Airlines
65,company,Sunstate_Airlines,http://dbpedia.org/resource/Sunstate_Airlines
66,company,HeavyLift_Cargo_Airlines,http://dbpedia.org/resource/HeavyLift_Cargo_Airlines
67,company,Palm_Beach_Seaplanes,http://dbpedia.org/resource/Palm_Beach_Seaplanes
68,company,SkyAirWorld,http://dbpedia.org/resource/SkyAirWorld
69,company,Pacific_Air_Express,http://dbpedia.org/resource/Pacific_Air_Express
70,company,RMA_Gold_Airways,http://dbpedia.org/resource/RMA_Gold_Airways
71,company,Tiger_Airways_Australia,http://dbpedia.org/resource/Tiger_Airways_Australia
72,company,Express_Freighters_Australia,http://dbpedia.org/resource/Express_Freighters_Australia
73,company,V_Australia,http://dbpedia.org/resource/V_Australia
74,company,Skytraders,http://dbpedia.org/resource/Skytraders
75,company,Airtex_Aviation,http://dbpedia.org/resource/Airtex_Aviation
76,company,Sharp_Airlines,http://dbpedia.org/resource/Sharp_Airlines
77,company,Toll_Priority,http://dbpedia.org/resource/Toll_Priority
78,company,AlphaJet_Airlines,http://dbpedia.org/resource/AlphaJet_Airlines
79,company,Strategic_Airlines,http://dbpedia.org/resource/Strategic_Airlines
80,company,Lauda_Air,http://dbpedia.org/resource/Lauda_Air
81,company,Tyrolean_Airways,http://dbpedia.org/resource/Tyrolean_Airways
82,company,Niki_(airline),http://dbpedia.org/resource/Niki_(airline)
83,company,Air_Alps,http://dbpedia.org/resource/Air_Alps
84,company,Welcome_Air,http://dbpedia.org/resource/Welcome_Air
85,company,Amerer_Air,http://dbpedia.org/resource/Amerer_Air
86,company,InterSky,http://dbpedia.org/resource/InterSky
87,company,LTU_Austria,http://dbpedia.org/resource/LTU_Austria
88,company,Styrian_Spirit,http://dbpedia.org/resource/Styrian_Spirit
89,company,Teamline_Air,http://dbpedia.org/resource/Teamline_Air
90,company,Slovenian_Spirit,http://dbpedia.org/resource/Slovenian_Spirit
91,company,Fairline,http://dbpedia.org/resource/Fairline
92,company,Austrian_Airlines,http://dbpedia.org/resource/Austrian_Airlines
93,company,Jetalliance,http://dbpedia.org/resource/Jetalliance
94,company,Tyrolean_Jet_Services,http://dbpedia.org/resource/Tyrolean_Jet_Services
95,company,Air_Sylhet,http://dbpedia.org/resource/Air_Sylhet
96,company,Robin_Hood_Aviation,http://dbpedia.org/resource/Robin_Hood_Aviation
97,company,MAP_Jet,http://dbpedia.org/resource/MAP_Jet
98,company,Montana_Austria,http://dbpedia.org/resource/Montana_Austria
99,company,Austrojet,http://dbpedia.org/resource/Austrojet
100,company,Mali_Air,http://dbpedia.org/resource/Mali_Air
101,company,Azerbaijan_Airlines,http://dbpedia.org/resource/Azerbaijan_Airlines
102,company,Turan_Air,http://dbpedia.org/resource/Turan_Air
103,company,Silk_Way_Airlines,http://dbpedia.org/resource/Silk_Way_Airlines
104,company,Azal_Avia_Cargo,http://dbpedia.org/resource/Azal_Avia_Cargo
105,company,Imair_Airlines,http://dbpedia.org/resource/Imair_Airlines
106,company,SW_Business_Aviation,http://dbpedia.org/resource/SW_Business_Aviation
107,company,Belavia,http://dbpedia.org/resource/Belavia
108,company,Gomelavia,http://dbpedia.org/resource/Gomelavia
109,company,TransAVIAexport_Airlines,http://dbpedia.org/resource/TransAVIAexport_Airlines
110,company,Genex,http://dbpedia.org/resource/Genex
111,company,Sabena,http://dbpedia.org/resource/Sabena
112,company,SN_Brussels_Airlines,http://dbpedia.org/resource/SN_Brussels_Airlines
113,company,Virgin_Express,http://dbpedia.org/resource/Virgin_Express
114,company,VLM_Airlines,http://dbpedia.org/resource/VLM_Airlines
115,company,TNT_Airways,http://dbpedia.org/resource/TNT_Airways
116,company,European_Air_Transport,http://dbpedia.org/resource/European_Air_Transport
117,company,Thomas_Cook_Airlines_Belgium,http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium
118,company,Abelag_Aviation,http://dbpedia.org/resource/Abelag_Aviation
119,company,CityBird,http://dbpedia.org/resource/CityBird
120,company,Jetairfly,http://dbpedia.org/resource/Jetairfly
121,company,Brussels_Airlines,http://dbpedia.org/resource/Brussels_Airlines
122,company,Cargo_B_Airlines,http://dbpedia.org/resource/Cargo_B_Airlines
123,company,Lloyd_Aéreo_Boliviano,http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano
124,company,AeroSur_(Bolivia),http://dbpedia.org/resource/AeroSur_(Bolivia)
125,company,TAM_–_Transporte_Aéreo_Militar,http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar
126,company,Amaszonas,http://dbpedia.org/resource/Amaszonas
127,company,Aerolíneas_Sudamericanas,http://dbpedia.org/resource/Aerolíneas_Sudamericanas
128,company,TAB_–_Transportes_Aéreos_Bolivianos,http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos
129,company,Boliviana_de_Aviación,http://dbpedia.org/resource/Boliviana_de_Aviación
130,company,Air_Srpska,http://dbpedia.org/resource/Air_Srpska
131,company,Arnoro,http://dbpedia.org/resource/Arnoro
132,company,B&H_Airlines,http://dbpedia.org/resource/B&H_Airlines
133,company,Bosnia_Airlines,http://dbpedia.org/resource/Bosnia_Airlines
134,company,Sky_Srpska,http://dbpedia.org/resource/Sky_Srpska
135,company,Icar_Air,http://dbpedia.org/resource/Icar_Air
136,company,Gol_Transportes_Aéreos,http://dbpedia.org/resource/Gol_Transportes_Aéreos
137,company,TAM_Airlines,http://dbpedia.org/resource/TAM_Airlines
138,company,VASP,http://dbpedia.org/resource/VASP
139,company,Avianca_Brazil,http://dbpedia.org/resource/Avianca_Brazil
140,company,Abaeté_Linhas_Aéreas,http://dbpedia.org/resource/Abaeté_Linhas_Aéreas
141,company,ABSA_Cargo_Airline,http://dbpedia.org/resource/ABSA_Cargo_Airline
142,company,Air_Minas_Linhas_Aéreas,http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas
143,company,ATA_Brasil,http://dbpedia.org/resource/ATA_Brasil
144,company,Cruiser_Linhas_Aéreas,http://dbpedia.org/resource/Cruiser_Linhas_Aéreas
145,company,Fly_Linhas_Aéreas,http://dbpedia.org/resource/Fly_Linhas_Aéreas
146,company,Meta_Transportes_Aéreos,http://dbpedia.org/resource/Meta_Transportes_Aéreos
147,company,Nordeste_Linhas_Aéreas_Regionais,http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais
148,company,Pantanal_Linhas_Aéreas,http://dbpedia.org/resource/Pantanal_Linhas_Aéreas
149,company,PENTA_–_Pena_Transportes_Aéreos,http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos
150,company,Puma_Air,http://dbpedia.org/resource/Puma_Air
151,company,Rico_Linhas_Aéreas,http://dbpedia.org/resource/Rico_Linhas_Aéreas
152,company,Rio_Sul_Serviços_Aéreos_Regionais,http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais
153,company,Skymaster_Airlines,http://dbpedia.org/resource/Skymaster_Airlines
154,company,TAF_Linhas_Aéreas,http://dbpedia.org/resource/TAF_Linhas_Aéreas
155,company,Total_Linhas_Aéreas,http://dbpedia.org/resource/Total_Linhas_Aéreas
156,company,Varig_Logística,http://dbpedia.org/resource/Varig_Logística
157,company,BRA_Transportes_Aéreos,http://dbpedia.org/resource/BRA_Transportes_Aéreos
158,company,Gensa,http://dbpedia.org/resource/Gensa
159,company,TEAM_Linhas_Aéreas,http://dbpedia.org/resource/TEAM_Linhas_Aéreas
160,company,NHT_Linhas_Aéreas,http://dbpedia.org/resource/NHT_Linhas_Aéreas
161,company,WebJet_Linhas_Aéreas,http://dbpedia.org/resource/WebJet_Linhas_Aéreas
162,company,Passaredo_Linhas_Aéreas,http://dbpedia.org/resource/Passaredo_Linhas_Aéreas
163,company,Serviços_Aéreos_Cruzeiro_do_Sul,http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul
164,company,Azul_Brazilian_Airlines,http://dbpedia.org/resource/Azul_Brazilian_Airlines
165,company,Flex_Linhas_Aéreas,http://dbpedia.org/resource/Flex_Linhas_Aéreas
166,company,Master_Top_Airlines,http://dbpedia.org/resource/Master_Top_Airlines
167,company,Real_Transportes_Aéreos,http://dbpedia.org/resource/Real_Transportes_Aéreos
168,company,ETA_–_Empresa_de_Transporte_Aéreo,http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo
169,company,Paraense_Transportes_Aéreos,http://dbpedia.org/resource/Paraense_Transportes_Aéreos
170,company,Aerovias_Brasil,http://dbpedia.org/resource/Aerovias_Brasil
171,company,Transportes_Aéreos_Nacional,http://dbpedia.org/resource/Transportes_Aéreos_Nacional
172,company,SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha,http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha
173,company,TAC_–_Transportes_Aéreos_Catarinense,http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense
174,company,SETE_Linhas_Aéreas,http://dbpedia.org/resource/SETE_Linhas_Aéreas
175,company,Sol_Linhas_Aéreas,http://dbpedia.org/resource/Sol_Linhas_Aéreas
176,company,Whitejets,http://dbpedia.org/resource/Whitejets
177,company,Aeronorte,http://dbpedia.org/resource/Aeronorte
178,company,VASD_–_Viação_Aérea_Santos_Dumont,http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont
179,company,Noar_Linhas_Aéreas,http://dbpedia.org/resource/Noar_Linhas_Aéreas
180,company,TABA_–_Transportes_Aéreos_da_Bacia_Amazônica,http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica
181,company,Air_Vias,http://dbpedia.org/resource/Air_Vias
182,company,Aerolloyd_Iguassu,http://dbpedia.org/resource/Aerolloyd_Iguassu
183,company,TAM_–_Táxi_Aéreo_Marília,http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília
184,company,Linhas_Aéreas_Natal,http://dbpedia.org/resource/Linhas_Aéreas_Natal
185,company,Companhia_Itaú_de_Transportes_Aéreos,http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos
186,company,Platinum_Air_Linhas_Aéreas,http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas
187,company,Balkan_Bulgarian_Airlines,http://dbpedia.org/resource/Balkan_Bulgarian_Airlines
188,company,Hemus_Air,http://dbpedia.org/resource/Hemus_Air
189,company,Bulgaria_Air,http://dbpedia.org/resource/Bulgaria_Air
190,company,Viaggio_Air,http://dbpedia.org/resource/Viaggio_Air
191,company,Bulgarian_Air_Charter,http://dbpedia.org/resource/Bulgarian_Air_Charter
192,company,BH_Air,http://dbpedia.org/resource/BH_Air
193,company,Wizz_Air_Bulgaria,http://dbpedia.org/resource/Wizz_Air_Bulgaria
194,company,Heli_Air,http://dbpedia.org/resource/Heli_Air
195,company,Cargoair,http://dbpedia.org/resource/Cargoair
196,company,President_Airlines,http://dbpedia.org/resource/President_Airlines
197,company,Cambodia_Airlines,http://dbpedia.org/resource/Cambodia_Airlines
198,company,Royal_Phnom_Penh_Airways,http://dbpedia.org/resource/Royal_Phnom_Penh_Airways
199,company,Siem_Reap_Airways_International,http://dbpedia.org/resource/Siem_Reap_Airways_International
200,company,Angkor_Airways,http://dbpedia.org/resource/Angkor_Airways
201,company,Royal_Khmer_Airlines,http://dbpedia.org/resource/Royal_Khmer_Airlines
202,company,PMTair,http://dbpedia.org/resource/PMTair
203,company,Kampuchea_Airlines,http://dbpedia.org/resource/Kampuchea_Airlines
204,company,Air_Dream,http://dbpedia.org/resource/Air_Dream
205,company,Cambodia_Angkor_Air,http://dbpedia.org/resource/Cambodia_Angkor_Air
206,company,Cameroon_Airlines,http://dbpedia.org/resource/Cameroon_Airlines
207,company,National_Airways_Cameroon,http://dbpedia.org/resource/National_Airways_Cameroon
208,company,Elysian_Airlines,http://dbpedia.org/resource/Elysian_Airlines
209,company,Air_Leasing_Cameroon,http://dbpedia.org/resource/Air_Leasing_Cameroon
210,company,Section_Liaison_Air_Yaoundé,http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé
211,company,Air_Canada,http://dbpedia.org/resource/Air_Canada
212,company,WestJet,http://dbpedia.org/resource/WestJet
213,company,Air_Ontario,http://dbpedia.org/resource/Air_Ontario
214,company,Nolinor_Aviation,http://dbpedia.org/resource/Nolinor_Aviation
215,company,Regional_1,http://dbpedia.org/resource/Regional_1
216,company,Buffalo_Airways,http://dbpedia.org/resource/Buffalo_Airways
217,company,Bar_XH_Air,http://dbpedia.org/resource/Bar_XH_Air
218,company,Alta_Flights,http://dbpedia.org/resource/Alta_Flights
219,company,AllCanada_Express,http://dbpedia.org/resource/AllCanada_Express
220,company,Alberta_Citylink,http://dbpedia.org/resource/Alberta_Citylink
221,company,Air_Satellite,http://dbpedia.org/resource/Air_Satellite
222,company,Kelowna_Flightcraft_Air_Charter,http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter
223,company,Calm_Air,http://dbpedia.org/resource/Calm_Air
224,company,Cargojet_Airways,http://dbpedia.org/resource/Cargojet_Airways
225,company,SkyLink_Aviation,http://dbpedia.org/resource/SkyLink_Aviation
226,company,KD_Air,http://dbpedia.org/resource/KD_Air
227,company,Cougar_Helicopters,http://dbpedia.org/resource/Cougar_Helicopters
228,company,Sunwest_Aviation,http://dbpedia.org/resource/Sunwest_Aviation
229,company,Summit_Air,http://dbpedia.org/resource/Summit_Air
230,company,Perimeter_Aviation,http://dbpedia.org/resource/Perimeter_Aviation
231,company,Skyxpress_Airline,http://dbpedia.org/resource/Skyxpress_Airline
232,company,Kivalliq_Air,http://dbpedia.org/resource/Kivalliq_Air
233,company,Alkan_Air,http://dbpedia.org/resource/Alkan_Air
234,company,Air_Southwest_(Canada),http://dbpedia.org/resource/Air_Southwest_(Canada)
235,company,Morningstar_Air_Express,http://dbpedia.org/resource/Morningstar_Air_Express
236,company,Val_Air,http://dbpedia.org/resource/Val_Air
237,company,Canadian_Helicopters,http://dbpedia.org/resource/Canadian_Helicopters
238,company,Corporate_Express_(airline),http://dbpedia.org/resource/Corporate_Express_(airline)
239,company,Brock_Air_Services,http://dbpedia.org/resource/Brock_Air_Services
240,company,NAC_Air,http://dbpedia.org/resource/NAC_Air
241,company,North_Cariboo_Air,http://dbpedia.org/resource/North_Cariboo_Air
242,company,Aeropro,http://dbpedia.org/resource/Aeropro
243,company,Pascan_Aviation,http://dbpedia.org/resource/Pascan_Aviation
244,company,Arctic_Sunwest_Charters,http://dbpedia.org/resource/Arctic_Sunwest_Charters
245,company,Northern_Thunderbird_Air,http://dbpedia.org/resource/Northern_Thunderbird_Air
246,company,Flair_Airlines,http://dbpedia.org/resource/Flair_Airlines
247,company,Wolverine_Air,http://dbpedia.org/resource/Wolverine_Air
248,company,Enerjet,http://dbpedia.org/resource/Enerjet
249,company,Propair,http://dbpedia.org/resource/Propair
250,company,Air_Afrique_Horizon,http://dbpedia.org/resource/Air_Afrique_Horizon
251,company,Toumaï_Air_Tchad,http://dbpedia.org/resource/Toumaï_Air_Tchad
252,company,Mid_Express_Tchad,http://dbpedia.org/resource/Mid_Express_Tchad
253,company,LAN_Airlines,http://dbpedia.org/resource/LAN_Airlines
254,company,Aerovías_DAP,http://dbpedia.org/resource/Aerovías_DAP
255,company,Alpine_Air_Express_Chile,http://dbpedia.org/resource/Alpine_Air_Express_Chile
256,company,Sky_Airline,http://dbpedia.org/resource/Sky_Airline
257,company,Aerocardal,http://dbpedia.org/resource/Aerocardal
258,company,Air_Comet_Chile,http://dbpedia.org/resource/Air_Comet_Chile
259,company,LAN_Express,http://dbpedia.org/resource/LAN_Express
260,company,DAP_Helicópteros,http://dbpedia.org/resource/DAP_Helicópteros
261,company,PAL_Airlines,http://dbpedia.org/resource/PAL_Airlines
262,company,SAM_Colombia,http://dbpedia.org/resource/SAM_Colombia
263,company,ACES_Colombia,http://dbpedia.org/resource/ACES_Colombia
264,company,SCADTA,http://dbpedia.org/resource/SCADTA
265,company,Tampa_Cargo,http://dbpedia.org/resource/Tampa_Cargo
266,company,AeroSucre,http://dbpedia.org/resource/AeroSucre
267,company,AeroTACA,http://dbpedia.org/resource/AeroTACA
268,company,Intercontinental_de_Aviación,http://dbpedia.org/resource/Intercontinental_de_Aviación
269,company,SATENA,http://dbpedia.org/resource/SATENA
270,company,West_Caribbean_Airways,http://dbpedia.org/resource/West_Caribbean_Airways
271,company,Helicol,http://dbpedia.org/resource/Helicol
272,company,AIRES,http://dbpedia.org/resource/AIRES
273,company,Avianca_Cargo,http://dbpedia.org/resource/Avianca_Cargo
274,company,SACO_(Colombia),http://dbpedia.org/resource/SACO_(Colombia)
275,company,AeroCóndor,http://dbpedia.org/resource/AeroCóndor
276,company,Líneas_Aéreas_Suramericanas,http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas
277,company,Aerolínea_de_Antioquia,http://dbpedia.org/resource/Aerolínea_de_Antioquia
278,company,APSA_Colombia,http://dbpedia.org/resource/APSA_Colombia
279,company,Aexpa,http://dbpedia.org/resource/Aexpa
280,company,Vertical_de_Aviación,http://dbpedia.org/resource/Vertical_de_Aviación
281,company,SARPA,http://dbpedia.org/resource/SARPA
282,company,Helicargo,http://dbpedia.org/resource/Helicargo
283,company,Central_Charter_de_Colombia,http://dbpedia.org/resource/Central_Charter_de_Colombia
284,company,Cosmos_Air_Cargo,http://dbpedia.org/resource/Cosmos_Air_Cargo
285,company,SADELCA,http://dbpedia.org/resource/SADELCA
286,company,Cargo_Express,http://dbpedia.org/resource/Cargo_Express
287,company,AeroSur_(Colombia),http://dbpedia.org/resource/AeroSur_(Colombia)
288,company,Colombian_Air_Cargo,http://dbpedia.org/resource/Colombian_Air_Cargo
289,company,TAC_Colombia,http://dbpedia.org/resource/TAC_Colombia
290,company,EasyFly,http://dbpedia.org/resource/EasyFly
291,company,Líneas_Aéreas_La_Urraca,http://dbpedia.org/resource/Líneas_Aéreas_La_Urraca
292,company,Copa_Airlines_Colombia,http://dbpedia.org/resource/Copa_Airlines_Colombia
293,company,Croatia_Airlines,http://dbpedia.org/resource/Croatia_Airlines
294,company,Air_Adriatic,http://dbpedia.org/resource/Air_Adriatic
295,company,Dubrovnik_Airline,http://dbpedia.org/resource/Dubrovnik_Airline
296,company,Trade_Air,http://dbpedia.org/resource/Trade_Air
297,company,Cubana_de_Aviación,http://dbpedia.org/resource/Cubana_de_Aviación
298,company,Aero_Caribbean,http://dbpedia.org/resource/Aero_Caribbean
299,company,Aerogaviota,http://dbpedia.org/resource/Aerogaviota
300,company,Czech_Airlines,http://dbpedia.org/resource/Czech_Airlines
301,company,Travel_Service_Airlines,http://dbpedia.org/resource/Travel_Service_Airlines
302,company,SmartWings,http://dbpedia.org/resource/SmartWings
303,company,ABS_Jets,http://dbpedia.org/resource/ABS_Jets
304,company,Charter_Air,http://dbpedia.org/resource/Charter_Air
305,company,Central_Connect_Airlines,http://dbpedia.org/resource/Central_Connect_Airlines
306,company,Euro_Cargo_Air,http://dbpedia.org/resource/Euro_Cargo_Air
307,company,Grossmann_Jet_Service,http://dbpedia.org/resource/Grossmann_Jet_Service
308,company,Silver_Air_(Czech_Republic),http://dbpedia.org/resource/Silver_Air_(Czech_Republic)
309,company,Business_Aviation,http://dbpedia.org/resource/Business_Aviation
310,company,Hewa_Bora_Airways,http://dbpedia.org/resource/Hewa_Bora_Airways
311,company,Wimbi_Dira_Airways,http://dbpedia.org/resource/Wimbi_Dira_Airways
312,company,Bravo_Air_Congo,http://dbpedia.org/resource/Bravo_Air_Congo
313,company,Air_Tropiques,http://dbpedia.org/resource/Air_Tropiques
314,company,Air_Kasai,http://dbpedia.org/resource/Air_Kasai
315,company,Flight_Express,http://dbpedia.org/resource/Flight_Express
316,company,Lignes_Aériennes_Congolaises,http://dbpedia.org/resource/Lignes_Aériennes_Congolaises
317,company,Trans_Service_Airlift,http://dbpedia.org/resource/Trans_Service_Airlift
318,company,Kivu_Air,http://dbpedia.org/resource/Kivu_Air
319,company,Kinshasa_Airways,http://dbpedia.org/resource/Kinshasa_Airways
320,company,Malift_Air,http://dbpedia.org/resource/Malift_Air
321,company,MIBA_Aviation,http://dbpedia.org/resource/MIBA_Aviation
322,company,Africa_One,http://dbpedia.org/resource/Africa_One
323,company,Free_Airlines,http://dbpedia.org/resource/Free_Airlines
324,company,Great_Lakes_Business_Company,http://dbpedia.org/resource/Great_Lakes_Business_Company
325,company,Karibu_Airways,http://dbpedia.org/resource/Karibu_Airways
326,company,AirDC,http://dbpedia.org/resource/AirDC
327,company,Agefreco_Air,http://dbpedia.org/resource/Agefreco_Air
328,company,Filair,http://dbpedia.org/resource/Filair
329,company,Scibe_Airlift,http://dbpedia.org/resource/Scibe_Airlift
330,company,Korongo,http://dbpedia.org/resource/Korongo
331,company,Congo_Express,http://dbpedia.org/resource/Congo_Express
332,company,TMK_Air_Commuter,http://dbpedia.org/resource/TMK_Air_Commuter
333,company,Sterling_Airlines,http://dbpedia.org/resource/Sterling_Airlines
334,company,Maersk_Air,http://dbpedia.org/resource/Maersk_Air
335,company,DAT_Danish_Air_Transport,http://dbpedia.org/resource/DAT_Danish_Air_Transport
336,company,Air_Alsie,http://dbpedia.org/resource/Air_Alsie
337,company,Copenhagen_Air_Taxi,http://dbpedia.org/resource/Copenhagen_Air_Taxi
338,company,SAS_Commuter,http://dbpedia.org/resource/SAS_Commuter
339,company,Star_Air_(Maersk_Air),http://dbpedia.org/resource/Star_Air_(Maersk_Air)
340,company,Jettime,http://dbpedia.org/resource/Jettime
341,company,Air_Alpha_Greenland,http://dbpedia.org/resource/Air_Alpha_Greenland
342,company,North_Flying,http://dbpedia.org/resource/North_Flying
343,company,Cimber_Sterling,http://dbpedia.org/resource/Cimber_Sterling
344,company,Wings_of_Bornholm,http://dbpedia.org/resource/Wings_of_Bornholm
345,company,Transavia_Denmark_ApS,http://dbpedia.org/resource/Transavia_Denmark_ApS
346,company,Aerolíneas_Mas,http://dbpedia.org/resource/Aerolíneas_Mas
347,company,Caribbean_Air_Sign,http://dbpedia.org/resource/Caribbean_Air_Sign
348,company,EgyptAir,http://dbpedia.org/resource/EgyptAir
349,company,Flash_Airlines,http://dbpedia.org/resource/Flash_Airlines
350,company,Air_Sinai,http://dbpedia.org/resource/Air_Sinai
351,company,Palestinian_Airlines,http://dbpedia.org/resource/Palestinian_Airlines
352,company,AMC_Airlines,http://dbpedia.org/resource/AMC_Airlines
353,company,Air_Memphis,http://dbpedia.org/resource/Air_Memphis
354,company,Air_Cairo,http://dbpedia.org/resource/Air_Cairo
355,company,Luxor_Air,http://dbpedia.org/resource/Luxor_Air
356,company,Lotus_Air,http://dbpedia.org/resource/Lotus_Air
357,company,Midwest_Airlines_(Egypt),http://dbpedia.org/resource/Midwest_Airlines_(Egypt)
358,company,Petroleum_Air_Services,http://dbpedia.org/resource/Petroleum_Air_Services
